,"\"Parafantastico \\n\\u26a1\\ufe0f\\u2694\\ufe0f\\u26a1\\ufe0f\\n\\nLa VERDAD Oculta De MESSI y La Capa NEGRA (ReSubido) \\n\\nhttps://t.co/3ypFVuBqbe https://t.co/7oieahlqdC\""
,"\"Que bonito despertar y recordar que Messi ya es campe\\u00f3n del mundo\""
,"\"@RockstarGames de paso porque no les dais lanzacohetes a los NPC en los golpes porque joder en 2 d\\u00edas yo y mis amigos a costa de los guardias es m\\u00e1s f\\u00e1cil que me hable Messi por whattsap a que consiga pillar un punto de control\""
,"\"Gracias totales \\ud83d\\udcaa #Messi #ArgentinaCampeonDelMundo https://t.co/VmNN6Yypfe\""
,"\"Empieza con \\\"L\\\" y nos gusta a todos.\\nCLARO QUE LIONEL ANDR\\u00c9S MESSI\""
,"\"\\u2705 Regresaron Tobey Maguire y Andrew Garfield como Spiderman\\n\\u2705 Cruz Azul Campe\\u00f3n de M\\u00e9xico despu\\u00e9s de 23 a\\u00f1os\\n\\u2705 Messi \\u00eddolo y leyenda de nuestra generaci\\u00f3n Campe\\u00f3n del Mundo\\n\\nLos \\u00faltimos 2 mejores a\\u00f1os de mi vida.\""
,"\"Esta es una de las mejores finales de la copa del mundo que experimentaron muchas celebridades de fama mundial que contaron y reaccionaron mientras estaban emocionados por la actuaci\\u00f3n de Messi, Mar\\u00eda y Mart\\u00ednez. Mbapp\\u00e9 tambi\\u00e9n lo hizo bien al anotar un triplete #Qatar2022 FIFA https://t.co/yY9C5XGbma\""
,"\"No se ustedes\\u2026 pero estoy para que armen una estatua gigante de Messi y el Diego en la 9 de julio y que sea el nuevo Obelisco\""
,"\"Creo que la desaparici\\u00f3n f\\u00edsica de Diego sac\\u00f3 la palabra monol\\u00edtica del juego diario, de la opini\\u00f3n en medios y sobre todo, le sac\\u00f3 el peso de su presencia densa de los hombros de Messi. A partir de la partida, Leo se liber\\u00f3, fue m\\u00e1s l\\u00edder que nunca sin esa sombra tan poderosa.\""
,"\"no le encuentro rumbo a la vida desde ayer, no logro procesar que somos campeones del mundo, que pude ver a Messi  cumplir ese sue\\u00f1o y que YO ESTOY VIVIENDO ESTO https://t.co/5Ghj8LMFkP\""
,"\"S\\u00e1quenle el like al \\ud83e\\udd5a as\\u00ed la foto de Messi con la copa tiene el r\\u00e9cord de la m\\u00e1s likeada \\ud83d\\ude4f\\ud83c\\udffchttps://t.co/cPsLapPIAz\""
,"\"No puedo trabajar, Messi y la copa del mundo ocupan cada rinc\\u00f3n de mi cabeza.\""
,"\"primero messi luego la familia JAJAJAJ\""
,"\"Querido Pap\\u00e1 Noel: \\n\\nEn estas Fiestas ya pedimos y ya nos trajiste el Regalo del Cielo!\\n\\nARGENTINA CAMPEON!!!\\n\\nGracias! Gracias! Gracias! Por las 3 Estrellas en nuestra Camiseta!\\n\\nGracias a esta Hermosa Seleccion! \\ud83c\\udde6\\ud83c\\uddf7\\n\\n#argentina #campeonesdelmundo #messi #scaloneta #mundial https://t.co/hGNmnZpZcL\""
,"\"Mbapp\\u00e9 deja de llorar que a ti te quedan 3 mundiales por jugar, a Messi 0. \\nAdem\\u00e1s ya has ganado el mundial anterior, Argentina no ganaba desde el a\\u00f1o 1986. \\nPesao q eres mu pesao\""
,"\"MESSI ON COPA DEL MUNDO 2022.!\\n--&gt; https://t.co/33PGXlLVcg via @YouTube \\n\\n#FinalWorldCup2022 #ArgentinaVsFrance #argentina #perancis #pinalty #DiMaria #GreatestOfAllTime #Messi\\ud80c\\udcf5 #Mbape #mencekam #viralterbaru #trend #Trending #trendingvideos #PUBGMOBILE #AvatarTheWayOfWater #FYI\""
,"\"es TAN LINDO VER TODAS LAS FOTOS DE LA SELECCI\\u00d3N CADA UNO LEVANTANDO LA COPA M\\u00c1S A MESSI AMOAMOAMO\""
,"\"Messi con Maradona, 2 tipos inventados , un mundial y creen q son dioses? Los dioses no ganan t\\u00edtulos, los dioses inventan deportes. Idiotas.\""
,"\"gente q leo messi es campe\\u00f3n del mundo \\ud83e\\udd79\""
,"\"Fue un a\\u00f1o re de mierda, pero v\\u00ed a Messi levantar la copa del mundo y me egrese, nada m\\u00e1s para decir\""
,"\"Messi le gan\\u00f3 una final de champions a Cristiano Ronaldo, una final de copa am\\u00e9rica a Neymar y una final del mundo a Mbappe. Digan lo que digan Messi come solo en una mesa, nadie a la altura de el. El rey/dios del f\\u00fatbol.\""
,"\"pensar en lo que se sufri\\u00f3 y luego mirar a messi con la copa \\ud83d\\ude2d\""
,"\"sigo sin creer que messi sea campe\\u00f3n del mundo\""
,"\"cada cosa que pasa alargar\\u00e1 m\\u00e1s la nube de pedos mundialista. ahora el saludo de g\\u00f6tze a messi.\""
,"\"vi a Messi levantar la copa carajoooo https://t.co/CN7n0t8JyB\""
,"\"Yo pensando en donde est\\u00e1 el Messi de la @sofiberta even though nunca he estado en su casa (f\\u00edsicamente) https://t.co/Spl0tL9BvL\""
,"\"\\ud83c\\udde6\\ud83c\\uddf7\\ud83c\\udfc6\\ud83c\\udde6\\ud83c\\uddf7\\ud83d\\ude0a\\ud83c\\udf89\\ud83c\\udf8a\\nArgentina gan\\u00f3 felicidades Messi \\narriba copa Mundial \\nSaludos en laferrere\\n#EnfrentadosSDP https://t.co/LwTWdQll5O\""
,"\"Mi hijo (13) fue a la.escuela.con la camiseta y la bandera. Muchos lo felicitaron otros no, insultando a.Messi...\\nMi hijo nunca piso la.Argentina pero siente la.celeste y blanca como su pap\\u00e1.\""
,"\"Por si aun quedaba alguien odiando a Messi desde ayer e invent\\u00e1ndose que el 3-2 no debi\\u00f3 ser v\\u00e1lido por invasi\\u00f3n de campo de Argentina.\\nEs mejor documentarse y buscar el reglamento que quedar mal y hacer periodismo de mierda\\ud83d\\udca9 https://t.co/lLCOl1qE10\""
,"\"Otro gol de Messi tu eres mi Antonella\\ud83c\\udfb6\""
,"\"Los stickers de Messi est\\u00e1n buenos! \\ud83d\\ude0d\\ud83e\\udd23\""
,"\"Cbum tiene su MrOlympia, y Messi tiene su Mundial, para cuando tendr\\u00e9 yo mi novia?\""
,"\"Tengo un solo tel\\u00e9fono para todos los fondos de pantalla que quiero poner de Messi lpm\""
,"\"Rosada ESTAN TODOS LOS KKs CALENTITOS porque la SELECCI\\u00d3N NO QUIERE IR A LA ROSADA...son PAT\\u00c9TICOS!! Las imbecilidades que est\\u00e1n inventando, le ganan a cualquier novela dram\\u00e1tica! #NoALaRosada #ArgentinaCampeonDelMundo. #Messi\\ud80c\\udcf5 y equipo #GraciasSeleccion\""
,"\"Esto no es un sue\\u00f1o, es una realidad Messi es campe\\u00f3n mundial\""
,"\"\\ud83c\\udde6\\ud83c\\uddf7 \\u26bd \\ud83d\\udc64 No ten\\u00eda nada m\\u00e1s por demostrar en su carrera, pero Lionel Messi quiso darle la alegr\\u00eda a Argentina de ser campe\\u00f3n del mundo por tercera vez en su historia en Qatar 2022.\\n\\n\\ud83d\\udd8a\\ufe0f Diego Figueroa Loayza\\nhttps://t.co/t7V370qT7i\""
,"\"vi a Messi levantar la copa y levant\\u00e9 la copa con mi tribu este a\\u00f1o que m\\u00e1s puedo pedir\""
,"\"MESSI se retira y MBAPPE llega al MADRID! buah el SUE\\u00d1O PERFECTO eh https://t.co/mVc86Uq8Wg\""
,"\"Vi a Messi campe\\u00f3n del mundo.\\n\\nVi a mi parecer la mejor selecci\\u00f3n Argentina de todos los tiempos.\\n\\n2022 el a\\u00f1o que nunca voy a olvidar \\n\\n\\u2b50\\u2b50\\u2b50\""
,"\"Messi va a tener 8 balones de oro jajajajaj\""
,"\"Quiero ser Leo Messi y t\\u00fa mi \\nAntonella.\""
,"\"Por hacer la plantilla de 84 del #SBC de Di Maria que sali\\u00f3 ayer te dan a Messi TOTT por 3 partidos. https://t.co/mtyQdMXokI\""
,"\"que rico escuchar a un anti Messi de toda la vida ahorita aceptar que Messi es el mejor de la historia, como les quema en el alma\\ud83e\\udd23\\ud83e\\udd23\\ud83d\\ude0d\""
,"\"LIONEL MESSI \\ud83c\\udde6\\ud83c\\uddf7 SE LO MERECE \\ud83c\\udfc6\\n\\nEl editorial de @DanielNavasV en #DeUnaXSF. \\ud83d\\udfe2\\u26bd\\ufe0f 1/2 https://t.co/lPMX89NsAa\""
,"\"todos quer\\u00edan que Messi fuera campe\\u00f3n, pero nadie quer\\u00eda que los argentinos fueran campeones\""
,"\"Bueno che, empiecen a tatuarse a messi levantando la copa q necesito ideas\""
,"\"Ustedes han pensando en el momento en que Messi, Mbappe y Neymar se encuentren en los entrenamientos del PSG?\""
,"\"\\ud83d\\udd25 \\\"LA PEOR COPA DE TODOS LOS TIEMPOS\\\" \\ud83d\\udd25\\n\\n#FOXSportsEnQatar El mensaje de la hermana de Cristiano Ronaldo en el d\\u00eda que Messi levanta el t\\u00edtulo del mundo \\n\\nhttps://t.co/a2zFnABfSz\""
,"\"ya fuera de toda bronca y rivalidad para m\\u00ed Mbappe es un tipazo. Talentoso en el f\\u00fatbol, fan de Cristiano desde chiquito, dice que Messi es el mejor del mundo, se la banca contra todos y no mariconea en entrevistas como el 19 de Netherlands, tiene una novia modelo trans\""
,"\"Dale Alberto dame un feriado para m\\u00e1\\u00f1ana. Me quiero ir https://t.co/27BHrtE5sv a ver a Messi\""
,"\"Salva el f\\u00fatbol Van Gaal\\nSalva el f\\u00fatbol Modric\\nSalva le f\\u00fatbol Mbappe\\nDec\\u00edan los Madridistas..\\nEl f\\u00fatbol ya lo salv\\u00f3 Lionel Andres Messi https://t.co/xauMJMNmcW\""
,"\"\\ud83c\\udfb6Las provincias unidas del noreste \\ud83c\\udfb6 Felicitan a la Rep\\u00fablica Argentina, esperando o\\u00edr el \\ud83c\\udfb6ruido de rotas cadenas\\ud83c\\udfb6 muy pronto. Moltes felicitats Messi!!!!\""
,"\"\\u201cSi Messi dice adi\\u00f3s, nos vamos con \\u00e9l\\u201d, afirma el periodista uruguayo V\\u00edctor Hugo https://t.co/2k92Zwgp2d\""
,"\"che, como que la imagen de Messi con la copa me resulta super natural. Le queda pintada\""
,"\"Algo estas haciendo mal si Messi no quiere ir a la Casa Rosada. No ? \\nAh claro no sabe lo que es estar destinado al \\u00e9xito\""
,"\"La videollamada de Luis Su\\u00e1rez a Leo Messi https://t.co/jj1gq6DjFs\""
,"\"Leo Messi es el mejor ejemplo de lo que hay que hacer en la vida, intentarlo siempre. Este broche de oro es hermoso.\""
,"\"Messi se llev\\u00f3 la red del arco, mbappe el travesa\\u00f1o\""
,"\"El an\\u00e1lisis sobre #ArgentinaFrancia . \\nSe dijo en #CirculoCentral . Domingo 18/12.\\n@Mauricioisra61 @Msperiodista @bianchileiton \\n#FIFAWorldCup #Messi\\ud80c\\udcf5 #Qatar2022 #ArgentinaCampeonDelMundo https://t.co/sDq60Dz0Y5\""
,"\"A la gilada ni cabida, LES DEJO ESTA FOTO DE MESSI CAMPE\\u00d3N https://t.co/DjUgkHxrbx\""
,"\"Ya vengo voy hasta Once a buscar el deshabill\\u00e9 negro ese que le pusieron a Messi para levantar la copa.\""
,"\"Lionel Messi en este Mundial:\\n7 Goles, 3 Asistencias  10 G/A \\u26bd\\ufe0f\\ud83c\\udd70\\ufe0f\\n\\nCristiano Ronaldo en 5 Mundiales:\\n8 Goles, 2 Asistencias  10 G/A \\u26bd\\ufe0f\\ud83c\\udd70\\ufe0f\\n\\nLa DIFERENCIA entre mi GOAT y el tuyo. https://t.co/kVO6LsWnuv\""
,"\"Las diversas personalidades del b\\u00e1squet se expresaron ante la tan ansiada coronaci\\u00f3n de Argentina en el Mundial.\\n\\n\\u00a1Argentina campe\\u00f3n! As\\u00ed reaccion\\u00f3 el mundo del b\\u00e1squet; https://t.co/OQKOsVhvwa https://t.co/0SirlGE8ie\""
,"\"Como te dej\\u00f3 la cola messi? @FlavioAzzaro\""
,"\"quiero un messi https://t.co/u2adE6t7Ae\""
,"\"honestamente sigo sin poder caer onda desde el a\\u00f1o pasado que todo el pa\\u00eds est\\u00e1 manifestando la copa y SE DIO \\nviva la tierra de las brujas messi y taylor swift\""
,"\"AHORA QUE A MESSI NO LE PASE LO MISMO QUE A MARADONA el impecable an\\u00e1lisis de Santiago Cuneo  \\u2066\\ud83c\\udde6\\ud83c\\uddf7\\ud83c\\udde6\\ud83c\\uddf7\\ud83c\\udde6\\ud83c\\uddf7\\ud83c\\udde6\\ud83c\\uddf7@Argentina\\u2069 \\u2066@Notamendi30\\u2069 \\u2066@elchiringuitotv\\u2069 \\u2066@tapiachiqui\\u2069 \\u2066@lioscaloni\\u2069 \\u2066@Oficial7DiMaria\\u2069 (abro hilo IMPERDIBLE) \\u2066@elrestaurador22\\u2069 https://t.co/ApHOxBGCPw\""
,"\"Para el mundo occidental, el momento en el que le ponen una capa transparente al capit\\u00e1n de la Selecci\\u00f3n Masculina de F\\u00fatbol fue una inc\\u00f3gnita. \\u00bfQu\\u00e9 significado tiene la capa de #messi y c\\u00f3mo repercuti\\u00f3 en Adidas? \\nhttps://t.co/90l4XkmIic\""
,"\"Hay muchos/as mala leche que aprovecharon el titulo de ayer y la alegria con Messi para pegarle a Maradona, a esos ni un vaso de agua, no son Argentinos de verdad. Faltarle el respeto al tipo que les dio la misma alegria que Messi ayer a nosotros a nuestros viejos es de boludo/a\""
,"\"No s\\u00e9 si dimensionamos que Messi gan\\u00f3 el mundial\""
,"\"Argentina Campe\\u00f3n Mundial: As\\u00ed lo contaron los principales medios del mundo\\n\\n#Argentina #Medios #Messi #Mundial #Qatar2022 \\n\\nhttps://t.co/Azu42N6I4w\""
,"\"El hecho de que Messi tenga Paris, Francia de ubicaci\\u00f3n me da todav\\u00eda m\\u00e1s risa por favor karma is a god dijo taylor swift https://t.co/IV5NuPk2A1\""
,"\"Gracias a lo que el f\\u00fatbol nos devolvi\\u00f3, gracias a Messi por darnos la mayor alegr\\u00eda de nuestras vidas, puedo decir que, puedo morir en paz y feliz. Gracias @Argentina, no podemos pedir m\\u00e1s nada. \\n\\u00a1Salud campe\\u00f3n! \\u2b50\\u2b50\\u2b50\\ud83d\\udc99\\ud83e\\udd0d\\ud83d\\udc99\""
,"\"24 horas despu\\u00e9s de que la Selecci\\u00f3n Argentina de Lionel Messi levantara la copa del mundo la felicidad no me la quitan ni agarr\\u00e1ndome a patadas.\""
,"\"No puede ser que est\\u00e1bamos todos unidos con un mismo objetivo: ver a Messi sonre\\u00edr\""
,"\"El once ideal de #Qatar2022 elegido por la revista francesa @lequipe (los que creen que hay 30 jugadores mejores que Messi). Fuerte presencia de los semifinalistas, salvo por el ingl\\u00e9s Bukayo Saka (podr\\u00edan haber puesto a Juli\\u00e1n). https://t.co/JzddNWY8qw\""
,"\"Hasta hace un mes me ca\\u00eda p\\u00e9simo messi solo por como jugaba Uno con el hijo y hoy soy que si: \\u201chasta para jugar uno Messi es un crack, wow\\u201d\""
,"\"Muy bien por messi, pero ya no quiero escuchar nada de argentina, a menos que sea Cerati\""
,"\"Club level - Ronaldo\\nInternational level - Messi\\n\\nNot upto debate\""
,"\"Ya denle el octavo bal\\u00f3n de oro a Messi, no hay nadie igual \\ud83e\\udd79\\ud83c\\udde6\\ud83c\\uddf7 y es nuestro gente \\ud83d\\udc4f\\ud83c\\udffd\\ud83d\\udc4f\\ud83c\\udffd\\ud83e\\udec2\""
,"\"Con esta portada dedica The Times la trayectoria de t\\u00edtulos que ha ganado Leo Messi. #ARG https://t.co/6aaz2R6D4o\""
,"\"q pedo que me puse ayer pero fue por messi\\ud83d\\ude0d\\ud83c\\udde6\\ud83c\\uddf7\""
